,,CentrifugeCFG,$0.70,
,,ThresholdT,$0.03,
,,WavesWAVES,$2.21,
,,GolemGLM,$0.24,
,,MoonbeamGLMR,$0.31,
,,AragonANT,$5.59,
,,MagicMAGIC,$0.92,
,,BalancerBAL,$4.21,
,,DecredDCR,$14.23,
,,KusamaKSM,$25.71,
,,WAXWAXP,$0.06,
,,BiconomyBICO,$0.30,
,,SolarSXP,$0.37,
,,AuroraAURORA,$0.55,
,,SKALESKL,$0.04,
,,Band ProtocolBAND,$1.51,
,,OntologyONT,$0.23,
,,Vulcan Forged PYRPYR,$7.31,
,,HarmonyONE,$0.01,
,,LivepeerLPT,$6.54,
,,TellorTRB,$77.23,
,,Ribbon FinanceRBN,$0.36,
,,JOEJOE,$0.49,
,,Echelon PrimePRIME,$7.26,
,,KadenaKDA,$0.71,
,,HiveHIVE,$0.36,
,,IOSTIOST,$0.01,
,,StratisSTRAX,$1.14,
,,FluxFLUX,$0.52,
,,StatusSNT,$0.04,
,,Bone ShibaSwapBONE,$0.72,
,,PolymeshPOLYX,$0.21,
,,HorizenZEN,$10.98,
,,LiskLSK,$1.21,
,,GalxeGAL,$1.61,
,,Alchemy PayACH,$0.02,
,,Reserve RightsRSR,$0.00,
,,DeXeDEXE,$4.09,
,,PowerledgerPOWR,$0.29,
,,OrbsORBS,$0.05,
,,DAO MakerDAO,$1.03,
,,Gemini DollarGUSD,$1.00,
,201,Lido Staked ETHstETH,"$2,198.54",0.33%,1.10%,9.11%,"$20.31B$20,314,085,024","$14,581,2876,632 STETH","9,239,800 stETH",
,202,Wrapped TRONWTRX,$0.1031,0.45%,0.55%,1.72%,"$9.13B$9,128,454,116","$2,340,01022,688,452 WTRX","88,508,389,385 WTRX",
,203,Wrapped BitcoinWBTC,"$41,607.41",0.01%,0.10%,12.27%,"$6.67B$6,673,257,473","$173,310,6894,165 WBTC","160,386 WBTC",
,204,Wrapped EOSWEOS,$4.38,0.01%,4.19%,2.36%,"$4.86B$4,861,001,114",--,"1,110,398,714 WEOS",
,205,Bitcoin ClassicBXC,"$4,169.25",0.02%,0.40%,10.78%,"$2.5B$2,502,162,238","$134,60832 BXC","600,147 BXC",
,206,Bitcoin BEP2BTCB,"$41,634.99",0.09%,0.25%,12.16%,"$2.24B$2,243,365,945","$371,252,3418,917 BTCB","53,882 BTCB",
,207,Wrapped HBARWHBAR,$0.06407,0.56%,2.77%,6.25%,"$2.15B$2,150,524,607","$245,3663,829,569 WHBAR","33,564,471,855 WHBAR",
,208,Wrapped Beacon ETHWBETH,"$2,255.49",0.00%,1.05%,9.30%,"$1.74B$1,735,293,373","$2,823,9661,252 WBETH","769,363 WBETH",
,209,BittensorTAO,$320.30,2.69%,6.52%,33.92%,"$1.67B$1,673,759,114","$72,128,713225,189 TAO","5,225,553 TAO",
,210,Rocket Pool ETHRETH,"$2,410.61",0.12%,1.34%,9.32%,"$1.31B$1,313,721,391","$10,474,4394,345 RETH","544,975 RETH",
,,HEXHEX,$0.01,
,,WEMIXWEMIX,$2.59,
,,FraxFRAX,$1.00,
,,CheeleeCHEEL,$11.99,
,,Wrapped BNBWBNB,$229.72,
,,TNC CoinTNC,$0.10,
,,RadixXRD,$0.05,
,,Rollbit CoinRLB,$0.15,
,,BitTorrentBTTOLD,$0.00,
,,Coinbase Wrapped Staked ETHCBETH,$2328.42,
,,Venus BNBvBNB,$5.24,
,,Wrapped KavaWKAVA,$0.81,
,,KujiraKUJI,$3.28,
,,Huobi BTCHBTC,$44531.14,
,,FasttokenFTN,$1.31,
,,RoninRON,$1.29,
,,Aleph ZeroAZERO,$1.32,
,,BonkBONK,$0.00,
,,PendlePENDLE,$1.26,
,,BeldexBDX,$0.05,
,,OrblerORBR,$0.27,
,,LUKSOLYX,$7.66,
,,ValobitVBIT,$0.19,
,,FINSCHIAFNSA,$28.86,
,,Big TimeBIGTIME,$0.81,
,,Pocket NetworkPOKT,$0.14,
,,EdgecoinEDGT,$0.97,
,,DeFiChainDFI,$0.24,
,,OriginTrailTRAC,$0.51,
,,SwissBorgBORG,$0.20,
,,PolymathPOLY,$0.21,
,,Liquity USDLUSD,$1.00,
,,ArkARK,$1.06,
,,Baby Doge CoinBabyDoge,$0.00,
,,TelcoinTEL,$0.00,
,,SymbolXYM,$0.03,
,,Venus BTCvBTC,$846.27,
,,TribeTRIBE,$0.33,
,,USDJUSDJ,$1.12,
,,PayPal USDPYUSD,$1.00,
,,Nakamoto GamesNAKA,$1.92,
,,NeutronNTRN,$0.68,
,,LUKSO (Old)LYXe,$8.05,
,,UMAUMA,$1.98,
,,Nervos NetworkCKB,$0.00,
,,Open CampusEDU,$0.64,
,,Seedify.fundSFUND,$2.61,
,,Ontology GasONG,$0.39,
,,BORABORA,$0.14,
,,VVS FinanceVVS,$0.00,
,,Loom NetworkLOOM,$0.12,
,,Wilder WorldWILD,$0.54,
,,LiquityLQTY,$1.48,
,,tomiNetTOMI,$2.13,
,,DigiByteDGB,$0.01,
,,Star Atlas DAOPOLIS,$0.58,
,,inSure DeFiSURE,$0.01,
,,VenusXVS,$8.63,
,,STASIS EUROEURS,$1.08,
,,Rootstock Infrastructure FrameworkRIF,$0.13,
,,VerusCoinVRSC,$1.77,
,,Rootstock Smart BitcoinRBTC,$41168.91,
,,Pundi X (New)PUNDIX,$0.51,
,,Coin98C98,$0.20,
,,CovalentCQT,$0.21,
,,API3API3,$1.50,
,,STPSTPT,$0.07,
,,BraintrustBTRST,$0.60,
,,ShahramCoinSHC,$2.02,
,,Bounce TokenAUCTION,$19.29,
,,Celer NetworkCELR,$0.02,
,,SPACE IDID,$0.29,
,,AIOZ NetworkAIOZ,$0.12,
,,Hooked ProtocolHOOK,$1.15,
,,dKargoDKA,$0.03,
,,Bitcoin PalladiumBTCP,$49.29,
,,CartesiCTSI,$0.16,
,,HarryPotterObamaSonic10Inu (ERC-20)BITCOIN,$0.12,
,,PlayDappPLA,$0.21,
,,Agoras: Currency of TauAGRS,$6.75,
,,Keep NetworkKEEP,$0.13,
,,ALEX LabALEX,$0.20,
,,Gains NetworkGNS,$3.90,
,,SteemSTEEM,$0.26,
,,ChromiaCHR,$0.15,
,,Kyber Network Crystal v2KNC,$0.75,
,,Stargate FinanceSTG,$0.56,
,,MiL.kMLK,$0.35,
,,BluzelleBLZ,$0.27,
,,Metal DAOMTL,$1.70,
,301,OasysOAS,$0.06066,0.73%,2.03%,5.87%,"$112.72M$112,715,682","$1,224,88520,191,934 OAS","1,858,091,009 OAS",
,302,KWDKWD,$1.04,0.02%,5.98%,1.60%,"$111.5M$111,501,107","$5,794kwd 5,561","107,024,222 KWD",
,303,VeThor TokenVTHO,$0.001589,0.67%,0.76%,17.83%,"$111.27M$111,270,014","$3,166,6831,993,359,038 VTHO","70,042,094,732 VTHO",
,304,DecimalDEL,$0.01793,0.37%,2.54%,1.63%,"$110.47M$110,466,162","$316,15917,629,560 DEL","6,159,770,414 DEL",
,305,MobileCoinMOB,$0.5617,0.34%,0.21%,4.63%,"$109.69M$109,691,382","$3,510,2946,249,458 MOB","195,286,109 MOB",
,306,CivicCVC,$0.1097,0.22%,0.81%,1.69%,"$109.66M$109,664,236","$7,329,82566,838,789 CVC","1,000,000,000 CVC",
,307,Smooth Love PotionSLP,$0.002641,1.50%,6.13%,10.93%,"$109.21M$109,214,791","$57,175,02821,644,919,614 SLP","41,345,766,880 SLP",
,308,AmpAMP,$0.002575,0.25%,1.71%,7.95%,"$108.75M$108,750,054","$5,469,8672,123,951,985 AMP","42,227,702,186 AMP",
,309,Venus USDCvUSDC,$0.02274,0.00%,0.11%,0.12%,"$108.48M$108,482,859","$87,998,8243,870,138,771 VUSDC","4,771,015,133 vUSDC",
,310,iExec RLCRLC,$1.48,0.81%,1.02%,1.22%,"$107.16M$107,156,423","$23,354,23915,775,436 RLC","72,382,548 RLC",
,,BitgertBRISE,$0.00,
,,MetisDAOMETIS,$23.15,
,,MVLMVL,$0.00,
,,LooksRareLOOKS,$0.11,
,,Bitcoin DominicaBTCD,$102.03,
,,PAAL AIPAAL,$0.14,
,,BinaryXBNX,$0.30,
,,USDX [Kava]USDX,$0.94,
,,VictionVIC,$1.07,
,,Yield Guild GamesYGG,$0.36,
,,SyscoinSYS,$0.14,
,,BancorBNT,$0.77,
,,Radiant CapitalRDNT,$0.26,
,,NanoXNO,$0.76,
,,Star AtlasATLAS,$0.01,
,,Gods UnchainedGODS,$0.39,
,,AllianceBlock NexeraNXRA,$0.13,
,,RaydiumRAY,$0.41,
,,NeomNEOM,$47.03,
,,WeBuyWE,$0.28,
,,ArdorARDR,$0.10,
,,Decentralized SocialDESO,$11.29,
,,BitcoinXTBTCXT,$0.10,
,,Swiss FrancCHF,$0.04,
,,ErgoERG,$1.39,
,,NYMNYM,$0.16,
,,AstraferASTRAFER,$0.63,
,,Tokamak NetworkTON,$2.29,
,,MediBlocMED,$0.01,
,,MarlinPOND,$0.01,
,,SecretSCRT,$0.36,
,,IQIQ,$0.01,
,,NumeraireNMR,$15.65,
,,Dogelon MarsELON,$0.00,
,,OMG NetworkOMG,$0.66,
,,Venus ETHvETH,$45.35,
,,MovieBlocMBL,$0.01,
,,LyraLYRA,$0.16,
,,CoreCORE,$0.51,
,,Wrapped NXMWNXM,$45.21,
,,RequestREQ,$0.09,
,,SmarDexSDEX,$0.01,
,,DentDENT,$0.00,
,,SuperRareRARE,$0.16,
,,Maverick ProtocolMAV,$0.35,
,,Adventure GoldAGLD,$1.13,
,,NKNNKN,$0.11,
,,0x0.ai0x0,$0.10,
,,PromPROM,$4.61,
,,StormXSTMX,$0.01,
,,RadworksRAD,$1.61,
,,VerasityVRA,$0.01,
,,Badger DAOBADGER,$4.46,
,,StellaALPHA,$0.10,
,,MetadiumMETA,$0.05,
,,Uquid CoinUQC,$8.16,
,,PLANETPLANET,$0.00,
,,HashflowHFT,$0.33,
,,HELLO LabsHELLO,$0.13,
,,MyNeighborAliceALICE,$1.17,
,,DODODODO,$0.13,
,,MapleMPL,$17.90,
,,XYOXYO,$0.01,
,,HighstreetHIGH,$1.56,
,,Metars GenesisMRS,$1.24,
,,GitcoinGTC,$1.18,
,,DynexDNX,$1.00,
,,Energy Web TokenEWT,$2.59,
,,CyberConnectCYBER,$7.05,
,,HippocratHPO,$0.08,
,,Origin ProtocolOGN,$0.13,
,,Artificial Liquid IntelligenceALI,$0.02,
,,KwentaKWENTA,$176.27,
,,AergoAERGO,$0.17,
,,BifrostBFC,$0.05,
,,ArkhamARKM,$0.50,
,,OrchidOXT,$0.08,
,,WINkLinkWIN,$0.00,
,,Cobak TokenCBK,$0.93,
,,UltraUOS,$0.21,
,,Ankr Staked ETHankrETH,$2512.55,
,,Vanar ChainVANRY,$0.06,
,,QuarkChainQKC,$0.01,
,,ShentuCTK,$0.57,
,,Ozone ChainOZO,$0.24,
,,MultibitMUBI,$0.08,
,,Access ProtocolACS,$0.00,
,,Sweat EconomySWEAT,$0.01,
,,MyriaMYRIA,$0.01,
,,DuskDUSK,$0.17,
,401,COTICOTI,$0.05616,1.19%,3.94%,4.25%,"$71.75M$71,746,564","$6,384,895113,681,949 COTI","1,277,435,048 COTI",
,402,Vega ProtocolVEGA,$1.19,0.13%,5.54%,1.06%,"$70.58M$70,577,952","$767,316643,591 VEGA","59,197,716 VEGA",
,403,ATOR ProtocolATOR,$0.804,0.48%,5.97%,28.16%,"$70.24M$70,241,198","$4,612,6255,737,444 ATOR","87,369,968 ATOR",
,404,GominingGMT,$0.1749,0.68%,1.46%,33.41%,"$70.23M$70,234,350","$2,127,56812,166,740 GMT","401,643,157 GMT",
,405,Hifi FinanceHIFI,$0.7339,0.84%,1.95%,1.44%,"$69.73M$69,728,253","$81,577,527111,158,810 HIFI","95,012,805 HIFI",
,406,GuildFiGF,$0.1332,0.45%,0.03%,26.10%,"$68.27M$68,265,474","$2,382,09317,889,271 GF","512,666,526 GF",
,407,Phala NetworkPHA,$0.109,0.77%,3.12%,1.04%,"$68.84M$68,840,844","$10,908,166100,103,067 PHA","631,745,018 PHA",
,408,World Mobile TokenWMT,$0.1399,0.41%,1.69%,10.36%,"$68.82M$68,817,634","$1,446,50710,338,168 WMT","491,838,755 WMT",
,409,ConstitutionDAOPEOPLE,$0.01358,1.17%,0.91%,12.29%,"$68.7M$68,704,443","$25,163,1631,853,287,113 PEOPLE","5,060,137,335 PEOPLE",
,410,MARBLEXMBX,$0.6763,0.49%,0.10%,8.25%,"$68.24M$68,244,326","$2,479,2413,665,935 MBX","100,909,600 MBX",
,,RSS3RSS3,$0.14,
,,GameFi.orgGAFI,$6.14,
,,SynapseSYN,$0.48,
,,Statter NetworkSTT,$1.32,
,,CortexCTXC,$0.31,
,,Games for a LivingGFAL,$0.05,
,,RenREN,$0.07,
,,MOBOXMBOX,$0.29,
,,CreditcoinCTC,$0.21,
,,Steem DollarsSBD,$5.11,
,,Spell TokenSPELL,$0.00,
,,ARPAARPA,$0.05,
,,OraichainORAI,$5.00,
,,MoonriverMOVR,$7.30,
,,Unifi Protocol DAOUNFI,$9.97,
,,SOMESINGSSX,$0.02,
,,ABBC CoinABBC,$0.04,
,,Tokenlon Network TokenLON,$0.60,
,,Linear FinanceLINA,$0.01,
,,RACARACA,$0.00,
,,TrueFiTRU,$0.06,
,,KinKIN,$0.00,
,,SIDUSSIDUS,$0.01,
,,VergeXVG,$0.00,
,,Efinity TokenEFI,$0.07,
,,Venus BUSDvBUSD,$0.02,
,,Function XFX,$0.15,
,,UniBotUNIBOT,$59.61,
,,Sun (New)SUN,$0.01,
,,Vertex ProtocolVRTX,$0.40,
,,TaraxaTARA,$0.02,
,,Alien WorldsTLM,$0.02,
,,FLEXFLEX,$0.59,
,,Morpheus.NetworkMNW,$1.22,
,,NFT WorldsWRLD,$0.08,
,,StrikeSTRK,$14.17,
,,CelsiusCEL,$0.24,
,,EURCEURC,$1.08,
,,Router ProtocolROUTE,$3.97,
,,CarryCRE,$0.01,
,,DEXToolsDEXT,$0.64,
,,COMBOCOMBO,$0.77,
,,LCXLCX,$0.07,
,,KRYZA ExchangeKRX,$0.01,
,,MdexMDX,$0.06,
,,FortaFORT,$0.14,
,,Acala TokenACA,$0.06,
,,Wirex TokenWXT,$0.01,
,,MEMETOONMEME,$0.01,
,,Mines of DalarniaDAR,$0.13,
,,Polygon Ecosystem TokenPOL,$0.78,
,,XCAD NetworkXCAD,$1.12,
,,Ampleforth Governance TokenFORTH,$3.43,
,,FUNTokenFUN,$0.00,
,,AlturaALU,$0.07,
,,FirmaChainFCT,$0.07,
,,ChainGPTCGPT,$0.12,
,,ThunderCoreTT,$0.00,
,,SologenicSOLO,$0.13,
,,HUNTHUNT,$0.41,
,,EverscaleEVER,$0.03,
,,BakeryTokenBAKE,$0.17,
,,DeFi Pulse IndexDPI,$90.34,
,,XPLAXPLA,$0.22,
,,WazirXWRX,$0.13,
,,TectumTET,$9.95,
,,WAGMI GamesWAGMIGAMES,$0.00,
,,Assemble ProtocolASM,$0.04,
,,FlamingoFLM,$0.09,
,,DeroDERO,$3.43,
,,AavegotchiGHST,$0.91,
,,Niza GlobalNIZA,$0.02,
,,DeRaceDERC,$0.42,
,,PersistenceXPRT,$0.25,
,,ConstellationDAG,$0.04,
,,SolendSLND,$1.31,
,,Guild of GuardiansGOG,$0.10,
,,sUSDSUSD,$0.99,
,,smARTOFGIVINGAOG,$0.64,
,,MetacraftMCT,$0.89,
,,Orbit ChainORC,$0.07,
,,Automata NetworkATA,$0.10,
,,WhiteCoinXWC,$0.06,
,,TokenFiTOKEN,$0.05,
,,PolkastarterPOLS,$0.47,
,,GoldfinchGFI,$1.60,
,,ChaingeCHNG,$0.12,
,,GroestlcoinGRS,$0.55,
,,DFI.MoneyYFII,$1190.60,
,,Beta FinanceBETA,$0.06,
,501,SingularityDAOSDAO,$0.5514,0.19%,7.69%,5.89%,"$45.62M$45,618,241","$1,432,7482,598,430 SDAO","82,733,204 SDAO",
,502,Perpetual ProtocolPERP,$0.6883,1.12%,3.14%,9.39%,"$45.43M$45,427,880","$9,163,61113,313,808 PERP","66,002,157 PERP",
,503,Bella ProtocolBEL,$0.6944,0.66%,3.67%,8.96%,"$45.14M$45,137,691","$10,782,32515,526,961 BEL","65,000,000 BEL",
,504,Wall Street MemesWSM,$0.02341,1.88%,2.84%,6.99%,"$44.7M$44,696,928","$82,486,7603,524,208,921 WSM","1,909,655,714 WSM",
,505,Meter GovernanceMTRG,$2.02,0.01%,5.67%,1.83%,"$44.4M$44,397,040","$410,611203,539 MTRG","22,007,475 MTRG",
,506,Aura FinanceAURA,$0.9653,0.18%,5.47%,7.22%,"$43.94M$43,940,200","$418,542433,593 AURA","45,520,374 AURA",
,507,PlatONLAT,$0.009409,0.23%,5.01%,15.13%,"$43.83M$43,828,597","$900,19295,669,715 LAT","4,657,974,232 LAT",
,508,NeuraiXNA,$0.004419,1.23%,2.62%,2.18%,"$43.63M$43,627,035","$2,058,779465,906,607 XNA","9,872,903,071 XNA",
,509,Toko TokenTKO,$0.253,0.39%,2.40%,5.52%,"$42.94M$42,941,357","$2,286,3559,038,714 TKO","169,761,345 TKO",
,510,SaitaChain CoinSTC,$0.0009585,0.01%,2.78%,4.85%,"$42.44M$42,435,146","$217,001226,395,959 STC","44,272,344,299 STC",
,,UFO GamingUFO,$0.00,
,,Banana GunBANANA,$16.07,
,,BiswapBSW,$0.08,
,,WanchainWAN,$0.21,
,,ConcordiumCCD,$0.00,
,,MUX ProtocolMCB,$10.94,
,,ReefREEF,$0.00,
,,RocketX exchangeRVF,$0.55,
,,KleverKLV,$0.00,
,,Clash of LilliputCOL,$0.50,
,,Voyager TokenVGX,$0.15,
,,IDEXIDEX,$0.06,
,,RaribleRARI,$1.75,
,,GelatoGEL,$0.37,
,,CEEK VRCEEK,$0.05,
,,Alpha Quark TokenAQT,$1.50,
,,Pirate ChainARRR,$0.20,
,,Moss CoinMOC,$0.10,
,,AmpleforthAMPL,$1.40,
,,xMoneyUTK,$0.08,
,,LeverFiLEVER,$0.00,
,,Measurable Data TokenMDT,$0.06,
,,Tether EURtEURt,$1.08,
,,BloktopiaBLOK,$0.00,
,,PropyPRO,$0.39,
,,Venus XVSvXVS,$0.17,
,,AlchemixALCX,$19.15,
,,VAIOTVAI,$0.13,
,,Trias Token (New)TRIAS,$3.98,
,,PhoenixPHB,$0.83,
,,AXELAXEL,$0.13,
,,H2O DAOH2O,$0.17,
,,EnzymeMLN,$15.80,
,,EthernityERN,$1.87,
,,Dora FactoryDORA,$0.07,
,,e-RadixEXRD,$0.05,
,,NEOPINNPT,$0.67,
,,AVINOCAVINOC,$0.09,
,,IRISnetIRIS,$0.02,
,,KLAYswap ProtocolKSP,$0.55,
,,Sentinel ProtocolUPP,$0.07,
,,ArchLootALT,$0.23,
,,KomodoKMD,$0.26,
,,SplintershardsSPS,$0.03,
,,JoystreamJOY,$0.05,
,,Celo DollarCUSD,$1.00,
,,QredoQRDO,$0.06,
,,Dego FinanceDEGO,$1.68,
,,Dione ProtocolDIONE,$0.00,
,,SamoyedcoinSAMO,$0.01,
,,LitentryLIT,$0.89,
,,TelosTLOS,$0.13,
,,Image Generation AIIMGNAI,$0.05,
,,Fei USDFEI,$1.00,
,,AlephiumALPH,$0.59,
,,ContentosCOS,$0.01,
,,RakonRKN,$0.14,
,,BENQIQI,$0.01,
,,Marinade Staked SOLMSOL,$69.15,
,,ZanoZANO,$2.85,
,,Doge KillerLEASH,$320.70,
,,Venus USDTvUSDT,$0.02,
,,CUDOSCUDOS,$0.01,
,,ZTXZTX,$0.02,
,,DIADIA,$0.30,
,,WhiteheartWHITE,$3760.34,
,,MyroMYRO,$0.03,
,,AhaTokenAHT,$0.01,
,,SelfKeyKEY,$0.01,
,,Cream FinanceCREAM,$17.59,
,,StarlinkSTARL,$0.00,
,,Locus ChainLOCUS,$0.02,
,,ClearpoolCPOOL,$0.07,
