,101,PAX GoldPAXG,"$2,063.07",0.10%,0.88%,3.56%,"$477.45M$477,453,287","$9,236,1794,477 PAXG","231,428 PAXG",
,102,Huobi TokenHT,$2.88,2.06%,1.71%,0.61%,"$466.87M$466,867,263","$5,989,9342,081,470 HT","162,233,844 HT",
,103,Fetch.aiFET,$0.5642,0.90%,0.90%,4.36%,"$464.97M$464,968,688","$102,253,711181,245,804 FET","824,162,008 FET",
,104,BitTorrent (New)BTT,$0.0...04877,0.13%,0.68%,5.02%,"$464.04M$464,041,209","$28,219,14357,857,587,792,040 BTT","951,421,714,286,000 BTT",
,105,NexoNEXO,$0.8044,0.12%,2.49%,7.35%,"$450.46M$450,461,052","$5,578,0046,934,411 NEXO","560,000,011 NEXO",
,106,Pax DollarUSDP,$0.9975,0.09%,0.24%,0.61%,"$445.52M$445,524,949","$2,121,7902,127,101 USDP","446,640,157 USDP",
,107,IlluviumILV,$114.66,1.24%,1.49%,1.99%,"$431.97M$431,973,129","$33,682,551293,756 ILV","3,767,377 ILV",
,108,HeliumHNT,$2.98,0.35%,1.02%,15.35%,"$428.37M$428,373,171","$2,902,842975,365 HNT","143,934,821 HNT",
,109,GateTokenGT,$4.29,0.14%,0.24%,1.60%,"$425.15M$425,148,411","$1,239,249289,047 GT","99,163,094 GT",
,110,CompoundCOMP,$52.44,0.49%,0.81%,1.56%,"$420.81M$420,810,744","$45,067,130859,443 COMP","8,024,985 COMP",
,,Akash NetworkAKT,$1.87,
,,WOO NetworkWOO,$0.23,
,,FlareFLR,$0.01,
,,CasperCSPR,$0.04,
,,STEPNGMT,$0.29,
,,SingularityNETAGIX,$0.32,
,,ZilliqaZIL,$0.02,
,,aelfELF,$0.55,
,,1inch Network1INCH,$0.36,
,,AstarASTR,$0.07,
,,DashDASH,$32.22,
,,OsmosisOSMO,$0.74,
,,Convex FinanceCVX,$3.92,
,,Basic Attention TokenBAT,$0.24,
,,0x ProtocolZRX,$0.41,
,,SiacoinSC,$0.01,
,,EthereumPoWETHW,$3.17,
,,AxelarAXL,$0.69,
,,NEMXEM,$0.04,
,,FLOKIFLOKI,$0.00,
,,QtumQTUM,$3.17,
,,APENFTNFT,$0.00,
,,Theta FuelTFUEL,$0.05,
,,LoopringLRC,$0.23,
,,Enjin CoinENJ,$0.30,
,,MX TOKENMX,$3.00,
,,SushiSwapSUSHI,$1.30,
,,WorldcoinWLD,$2.54,
,,HoloHOT,$0.00,
,,CeloCELO,$0.57,
,,ssv.networkSSV,$29.23,
,,Mask NetworkMASK,$3.56,
,,Bitcoin GoldBTG,$16.67,
,,yearn.financeYFI,$8769.80,
,,Ocean ProtocolOCEAN,$0.51,
,,StorjSTORJ,$0.76,
,,SafePalSFP,$0.69,
,,MemecoinMEME,$0.03,
,,JUSTJST,$0.03,
,,IoTeXIOTX,$0.03,
,,Ethereum Name ServiceENS,$9.05,
,,AnkrANKR,$0.03,
,,JasmyCoinJASMY,$0.01,
,,CentrifugeCFG,$0.74,
,,AudiusAUDIO,$0.22,
,,ICONICX,$0.26,
,,RavencoinRVN,$0.02,
,,ChiaXCH,$27.13,
,,WavesWAVES,$2.20,
,,GolemGLM,$0.25,
,,AragonANT,$5.63,
,,SuperVerseSUPER,$0.53,
,,ThresholdT,$0.03,
,,DecredDCR,$14.61,
,,SKALESKL,$0.04,
,,KusamaKSM,$26.35,
,,MoonbeamGLMR,$0.28,
,,BalancerBAL,$4.05,
,,WAXWAXP,$0.06,
,,MagicMAGIC,$0.83,
,,SolarSXP,$0.36,
,,TellorTRB,$82.18,
,,Band ProtocolBAND,$1.51,
,,Echelon PrimePRIME,$7.70,
,,BiconomyBICO,$0.28,
,,OntologyONT,$0.23,
,,Vulcan Forged PYRPYR,$7.32,
,,LivepeerLPT,$6.63,
,,Ribbon FinanceRBN,$0.36,
,,HarmonyONE,$0.01,
,,HiveHIVE,$0.36,
,,IOSTIOST,$0.01,
,,FluxFLUX,$0.52,
,,Bone ShibaSwapBONE,$0.76,
,,StatusSNT,$0.04,
,,PolymeshPOLYX,$0.22,
,,StratisSTRAX,$1.09,
,,JOEJOE,$0.44,
,,LiskLSK,$1.24,
,,KadenaKDA,$0.62,
,,HorizenZEN,$10.67,
,,LiquityLQTY,$1.60,
,,Alchemy PayACH,$0.02,
,,Ontology GasONG,$0.41,
,,Gemini DollarGUSD,$1.00,
,,GalxeGAL,$1.57,
,,Open CampusEDU,$0.65,
,,Nervos NetworkCKB,$0.00,
,,UMAUMA,$1.98,
,,Reserve RightsRSR,$0.00,
,201,Lido Staked ETHstETH,"$2,205.33",0.33%,2.31%,7.75%,"$20.38B$20,376,800,859","$11,861,4005,379 STETH","9,239,800 stETH",
,202,Wrapped TRONWTRX,$0.1034,0.01%,0.13%,3.44%,"$9.15B$9,152,336,425","$2,556,14624,722,268 WTRX","88,518,622,611 WTRX",
,203,Wrapped BitcoinWBTC,"$40,688.38",0.13%,3.29%,9.25%,"$6.53B$6,525,856,720","$125,082,2053,074 WBTC","160,386 WBTC",
,204,Wrapped EOSWEOS,$4.39,0.01%,1.62%,2.55%,"$4.87B$4,873,850,002",$215 WEOS,"1,110,277,861 WEOS",
,205,Bitcoin ClassicBXC,"$4,073.61",0.00%,3.39%,8.00%,"$2.44B$2,444,766,460","$106,40526 BXC","600,147 BXC",
,206,Bitcoin BEP2BTCB,"$40,719.26",0.21%,3.42%,9.23%,"$2.19B$2,194,018,930","$359,710,0948,834 BTCB","53,882 BTCB",
,207,Wrapped HBARWHBAR,$0.06283,0.15%,1.56%,1.87%,"$2.11B$2,108,779,828","$57,892921,433 WHBAR","33,564,471,855 WHBAR",
,208,BittensorTAO,$335.53,1.51%,3.55%,21.21%,"$1.75B$1,753,319,379","$16,800,89650,073 TAO","5,225,553 TAO",
,209,Wrapped Beacon ETHWBETH,"$2,268.78",0.09%,2.53%,8.59%,"$1.74B$1,744,618,473","$9,727,6824,288 WBETH","768,967 WBETH",
,210,Rocket Pool ETHRETH,"$2,430.09",0.33%,2.74%,8.67%,"$1.32B$1,324,359,707","$1,664,095685 RETH","544,983 RETH",
,,HEXHEX,$0.01,
,,WEMIXWEMIX,$2.79,
,,FraxFRAX,$1.00,
,,CheeleeCHEEL,$11.52,
,,Wrapped BNBWBNB,$228.67,
,,TNC CoinTNC,$0.10,
,,Rollbit CoinRLB,$0.17,
,,RadixXRD,$0.05,
,,Coinbase Wrapped Staked ETHCBETH,$2342.91,
,,Venus BNBvBNB,$5.21,
,,KujiraKUJI,$3.35,
,,FasttokenFTN,$1.32,
,,Wrapped KavaWKAVA,$0.80,
,,Huobi BTCHBTC,$42360.73,
,,Aleph ZeroAZERO,$1.33,
,,BonkBONK,$0.00,
,,RoninRON,$1.15,
,,PendlePENDLE,$1.26,
,,LUKSOLYX,$8.63,
,,OrblerORBR,$0.27,
,,BeldexBDX,$0.05,
,,OriginTrailTRAC,$0.55,
,,FINSCHIAFNSA,$28.83,
,,DeFiChainDFI,$0.25,
,,BitTorrentBTTOLD,$0.00,
,,PolymathPOLY,$0.22,
,,SwissBorgBORG,$0.21,
,,ArkARK,$1.14,
,,EdgecoinEDGT,$0.95,
,,Liquity USDLUSD,$1.00,
,,Baby Doge CoinBabyDoge,$0.00,
,,TelcoinTEL,$0.00,
,,TribeTRIBE,$0.33,
,,Nakamoto GamesNAKA,$2.15,
,,USDJUSDJ,$1.12,
,,Pocket NetworkPOKT,$0.11,
,,LUKSO (Old)LYXe,$9.18,
,,Venus BTCvBTC,$827.64,
,,SymbolXYM,$0.03,
,,AIOZ NetworkAIOZ,$0.17,
,,PayPal USDPYUSD,$1.00,
,,Reserve RightsRSR,$0.00,
,,Star Atlas DAOPOLIS,$0.61,
,,PowerledgerPOWR,$0.28,
,,Loom NetworkLOOM,$0.12,
,,BORABORA,$0.14,
,,Big TimeBIGTIME,$0.56,
,,VVS FinanceVVS,$0.00,
,,OrbsORBS,$0.04,
,,DeXeDEXE,$3.74,
,,API3API3,$1.57,
,,STASIS EUROEURS,$1.09,
,,NeutronNTRN,$0.60,
,,Wilder WorldWILD,$0.52,
,,VenusXVS,$8.59,
,,DigiByteDGB,$0.01,
,,inSure DeFiSURE,$0.00,
,,Pundi X (New)PUNDIX,$0.51,
,,BraintrustBTRST,$0.61,
,,Coin98C98,$0.20,
,,Rootstock Smart BitcoinRBTC,$40387.25,
,,Seedify.fundSFUND,$2.32,
,,STPSTPT,$0.07,
,,DAO MakerDAO,$0.89,
,,SPACE IDID,$0.30,
,,CovalentCQT,$0.20,
,,ShahramCoinSHC,$2.02,
,,HarryPotterObamaSonic10Inu (ERC-20)BITCOIN,$0.13,
,,CartesiCTSI,$0.16,
,,Rootstock Infrastructure FrameworkRIF,$0.12,
,,PAAL AIPAAL,$0.16,
,,dKargoDKA,$0.03,
,,Celer NetworkCELR,$0.02,
,,Stargate FinanceSTG,$0.59,
,,PlayDappPLA,$0.21,
,,Games for a LivingGFAL,$0.05,
,,SteemSTEEM,$0.26,
,,MetisDAOMETIS,$25.68,
,,Gains NetworkGNS,$3.83,
,,Bitcoin PalladiumBTCP,$47.00,
,,BluzelleBLZ,$0.27,
,,LooksRareLOOKS,$0.11,
,,Gods UnchainedGODS,$0.44,
,,MiL.kMLK,$0.35,
,,iExec RLCRLC,$1.58,
,,RaydiumRAY,$0.47,
,,AllianceBlock NexeraNXRA,$0.15,
,,Metal DAOMTL,$1.69,
,,Keep NetworkKEEP,$0.12,
,,MobileCoinMOB,$0.57,
,301,Kyber Network Crystal v2KNC,$0.7276,0.13%,0.58%,0.19%,"$111.35M$111,350,311","$18,437,01225,339,917 KNC","153,040,397 KNC",
,302,CivicCVC,$0.1111,0.26%,0.33%,0.44%,"$111.08M$111,076,141","$4,634,93241,727,524 CVC","1,000,000,000 CVC",
,303,Yield Guild GamesYGG,$0.3887,1.13%,0.28%,4.80%,"$110.76M$110,755,783","$27,831,29771,592,104 YGG","284,903,702 YGG",
,304,DecimalDEL,$0.01788,0.16%,0.35%,1.16%,"$109.81M$109,813,380","$320,00217,896,463 DEL","6,141,425,890 DEL",
,305,AmpAMP,$0.002574,0.03%,1.36%,5.53%,"$108.69M$108,691,045","$5,300,9092,059,463,244 AMP","42,227,702,186 AMP",
,306,Venus USDCvUSDC,$0.02274,0.01%,0.04%,0.18%,"$108.48M$108,476,111","$88,490,5913,892,008,538 VUSDC","4,771,015,133 vUSDC",
,307,VeThor TokenVTHO,$0.001549,0.43%,3.03%,11.11%,"$108.42M$108,418,550","$1,785,1841,152,527,684 VTHO","69,995,799,928 VTHO",
,308,ChromiaCHR,$0.141,0.30%,1.66%,10.34%,"$108.22M$108,216,828","$7,065,92050,108,935 CHR","767,434,439 CHR",
,309,SyscoinSYS,$0.1453,0.80%,15.61%,38.74%,"$107.73M$107,732,965","$19,475,121134,017,647 SYS","741,362,205 SYS",
,310,BancorBNT,$0.7879,0.82%,1.64%,5.88%,"$106.82M$106,820,367","$9,670,00912,272,632 BNT","135,570,413 BNT",
,,OasysOAS,$0.06,
,,Wrapped NXMWNXM,$44.79,
,,BitgertBRISE,$0.00,
,,VictionVIC,$1.09,
,,KWDKWD,$0.98,
,,BinaryXBNX,$0.30,
,,USDX [Kava]USDX,$0.94,
,,Smooth Love PotionSLP,$0.00,
,,WeBuyWE,$0.29,
,,Bitcoin DominicaBTCD,$100.45,
,,NYMNYM,$0.16,
,,Bounce TokenAUCTION,$15.90,
,,Hooked ProtocolHOOK,$1.08,
,,Radiant CapitalRDNT,$0.27,
,,Tokamak NetworkTON,$2.35,
,,Star AtlasATLAS,$0.01,
,,NanoXNO,$0.76,
,,Swiss FrancCHF,$0.04,
,,BitcoinXTBTCXT,$0.10,
,,ErgoERG,$1.39,
,,ArdorARDR,$0.10,
,,SecretSCRT,$0.37,
,,AstraferASTRAFER,$0.63,
,,Uquid CoinUQC,$9.83,
,,MediBlocMED,$0.01,
,,MarlinPOND,$0.01,
,,Decentralized SocialDESO,$11.00,
,,IQIQ,$0.01,
,,NumeraireNMR,$15.94,
,,MVLMVL,$0.00,
,,NeomNEOM,$45.24,
,,0x0.ai0x0,$0.11,
,,Dogelon MarsELON,$0.00,
,,MovieBlocMBL,$0.01,
,,CoreCORE,$0.52,
,,OMG NetworkOMG,$0.67,
,,Badger DAOBADGER,$5.06,
,,Venus ETHvETH,$45.69,
,,SmarDexSDEX,$0.01,
,,DentDENT,$0.00,
,,XYOXYO,$0.01,
,,RequestREQ,$0.09,
,,PLANETPLANET,$0.00,
,,MapleMPL,$19.53,
,,VerusCoinVRSC,$1.14,
,,NKNNKN,$0.11,
,,PromPROM,$4.62,
,,ALEX LabALEX,$0.14,
,,Maverick ProtocolMAV,$0.33,
,,Energy Web TokenEWT,$2.76,
,,Artificial Liquid IntelligenceALI,$0.02,
,,RadworksRAD,$1.61,
,,LyraLYRA,$0.14,
,,StellaALPHA,$0.10,
,,VerasityVRA,$0.01,
,,StormXSTMX,$0.01,
,,Agoras: Currency of TauAGRS,$4.53,
,,DODODODO,$0.13,
,,HashflowHFT,$0.33,
,,AuroraAURORA,$0.21,
,,MyriaMYRIA,$0.01,
,,MyNeighborAliceALICE,$1.18,
,,MetadiumMETA,$0.05,
,,AergoAERGO,$0.18,
,,HippocratHPO,$0.09,
,,ArkhamARKM,$0.52,
,,Vanar ChainVANRY,$0.06,
,,KwentaKWENTA,$179.26,
,,Metars GenesisMRS,$1.22,
,,WINkLinkWIN,$0.00,
,,HELLO LabsHELLO,$0.12,
,,Vega ProtocolVEGA,$1.28,
,,HighstreetHIGH,$1.50,
,,Origin ProtocolOGN,$0.13,
,,BifrostBFC,$0.05,
,,GitcoinGTC,$1.13,
,,Sweat EconomySWEAT,$0.01,
,,SuperRareRARE,$0.14,
,,Ankr Staked ETHankrETH,$2524.72,
,,OrchidOXT,$0.08,
,,Access ProtocolACS,$0.00,
,,CyberConnectCYBER,$6.64,
,,QuarkChainQKC,$0.01,
,,Ozone ChainOZO,$0.24,
,,COTICOTI,$0.06,
,,GuildFiGF,$0.14,
,,DynexDNX,$0.92,
,,ATOR ProtocolATOR,$0.82,
,,Hifi FinanceHIFI,$0.75,
,,Adventure GoldAGLD,$0.93,
,401,Cobak TokenCBK,$0.8939,0.23%,0.79%,4.71%,"$71.24M$71,240,548","$2,131,2952,384,261 CBK","79,696,169 CBK",
,402,Phala NetworkPHA,$0.1124,0.30%,0.53%,1.63%,"$70.95M$70,950,959","$7,751,84968,982,016 PHA","631,377,166 PHA",
,403,DuskDUSK,$0.168,0.53%,0.71%,2.89%,"$70.75M$70,745,582","$6,212,98336,987,289 DUSK","421,164,409 DUSK",
,404,ShentuCTK,$0.5525,0.06%,2.57%,0.57%,"$70.66M$70,658,523","$4,459,0888,070,260 CTK","127,881,006 CTK",
,405,World Mobile TokenWMT,$0.1431,0.02%,1.45%,7.76%,"$70.38M$70,384,044","$1,385,9199,684,702 WMT","491,838,755 WMT",
,406,Unifi Protocol DAOUNFI,$11.21,0.18%,0.38%,22.12%,"$70.3M$70,296,937","$20,561,1281,833,555 UNFI","6,268,784 UNFI",
,407,Statter NetworkSTT,$1.36,0.07%,0.86%,3.47%,"$68.22M$68,221,654","$3,823,8742,821,851 STT","50,344,589 STT",
,408,OraichainORAI,$5.29,1.31%,6.18%,38.55%,"$67.23M$67,231,308","$3,177,578600,532 ORAI","12,706,080 ORAI",
,409,UltraUOS,$0.1906,0.01%,2.63%,4.83%,"$67.17M$67,167,418","$1,143,3325,997,327 UOS","352,325,328 UOS",
,410,CortexCTXC,$0.3099,0.42%,3.76%,17.70%,"$67.22M$67,223,632","$12,657,47040,847,892 CTXC","216,942,535 CTXC",
,,GameFi.orgGAFI,$6.14,
,,ConstitutionDAOPEOPLE,$0.01,
,,TaraxaTARA,$0.02,
,,Steem DollarsSBD,$5.26,
,,Vertex ProtocolVRTX,$0.46,
,,RenREN,$0.07,
,,UniBotUNIBOT,$65.06,
,,ARPAARPA,$0.05,
,,CreditcoinCTC,$0.21,
,,RSS3RSS3,$0.14,
,,Spell TokenSPELL,$0.00,
,,MARBLEXMBX,$0.64,
,,SynapseSYN,$0.46,
,,ABBC CoinABBC,$0.04,
,,MOBOXMBOX,$0.28,
,,RACARACA,$0.00,
,,KinKIN,$0.00,
,,TrueFiTRU,$0.06,
,,SOMESINGSSX,$0.02,
,,Linear FinanceLINA,$0.01,
,,VergeXVG,$0.00,
,,Tokenlon Network TokenLON,$0.60,
,,CelsiusCEL,$0.25,
,,Function XFX,$0.15,
,,Sun (New)SUN,$0.01,
,,GominingGMT,$0.15,
,,Venus BUSDvBUSD,$0.02,
,,Efinity TokenEFI,$0.07,
,,SolendSLND,$1.59,
,,MoonriverMOVR,$6.94,
,,Morpheus.NetworkMNW,$1.25,
,,Alien WorldsTLM,$0.02,
,,FLEXFLEX,$0.59,
,,DEXToolsDEXT,$0.67,
,,CarryCRE,$0.01,
,,LCXLCX,$0.07,
,,MdexMDX,$0.06,
,,StrikeSTRK,$14.00,
,,EURCEURC,$1.09,
,,AlturaALU,$0.08,
,,Polygon Ecosystem TokenPOL,$0.83,
,,SIDUSSIDUS,$0.01,
,,WAGMI GamesWAGMIGAMES,$0.00,
,,FortaFORT,$0.14,
,,Router ProtocolROUTE,$3.98,
,,SologenicSOLO,$0.14,
,,Wall Street MemesWSM,$0.03,
,,KRYZA ExchangeKRX,$0.01,
,,ChainGPTCGPT,$0.13,
,,COMBOCOMBO,$0.75,
,,ThunderCoreTT,$0.01,
,,MEMETOONMEME,$0.01,
,,TectumTET,$10.64,
,,DeFi Pulse IndexDPI,$94.49,
,,XCAD NetworkXCAD,$1.13,
,,FUNTokenFUN,$0.00,
,,FirmaChainFCT,$0.07,
,,Assemble ProtocolASM,$0.04,
,,Ampleforth Governance TokenFORTH,$3.45,
,,Acala TokenACA,$0.06,
,,Wirex TokenWXT,$0.01,
,,HUNTHUNT,$0.41,
,,DeroDERO,$3.67,
,,GoldfinchGFI,$1.77,
,,EverscaleEVER,$0.03,
,,Mines of DalarniaDAR,$0.13,
,,sUSDSUSD,$1.00,
,,WhiteCoinXWC,$0.06,
,,BakeryTokenBAKE,$0.17,
,,WazirXWRX,$0.13,
,,FlamingoFLM,$0.09,
,,SingularityDAOSDAO,$0.59,
,,RocketX exchangeRVF,$0.64,
,,Meter GovernanceMTRG,$2.19,
,,GroestlcoinGRS,$0.57,
,,Perpetual ProtocolPERP,$0.72,
,,Orbit ChainORC,$0.07,
,,NeuraiXNA,$0.00,
,,Niza GlobalNIZA,$0.02,
,,MetacraftMCT,$0.90,
,,PersistenceXPRT,$0.25,
,,AavegotchiGHST,$0.89,
,,Beta FinanceBETA,$0.06,
,,smARTOFGIVINGAOG,$0.63,
,,PlatONLAT,$0.01,
,,Aura FinanceAURA,$1.02,
,,Automata NetworkATA,$0.10,
,,ChaingeCHNG,$0.11,
,,XPLAXPLA,$0.20,
,,Banana GunBANANA,$17.42,
,501,DFI.MoneyYFII,"$1,185.60",0.96%,3.38%,8.06%,"$45.76M$45,759,592","$9,203,7317,763 YFII","38,596 YFII",
,502,ConstellationDAG,$0.03603,2.42%,3.23%,2.30%,"$45.64M$45,644,052","$590,03216,377,122 DAG","1,266,911,931 DAG",
,503,Guild of GuardiansGOG,$0.09125,3.34%,1.42%,10.07%,"$45.46M$45,463,010","$328,2023,596,861 GOG","498,243,003 GOG",
,504,PolkastarterPOLS,$0.4575,0.55%,2.43%,16.36%,"$45.4M$45,396,114","$2,424,3825,298,926 POLS","99,221,432 POLS",
,505,GelatoGEL,$0.4108,0.31%,1.80%,9.31%,"$45.16M$45,163,085","$159,223387,636 GEL","109,951,523 GEL",
,506,UFO GamingUFO,$0.000001726,0.05%,3.51%,3.13%,"$44.47M$44,470,154","$1,074,300622,245,654,530 UFO","25,757,575,757,576 UFO",
,507,SaitamaSAITAMA,$0.00099,1.57%,3.61%,8.43%,"$43.83M$43,827,818","$520,232525,508,832 SAITAMA","44,272,344,299 SAITAMA",
,508,NFT WorldsWRLD,$0.06153,0.16%,1.09%,41.69%,"$43.82M$43,815,875","$62,9801,023,550 WRLD","712,090,665 WRLD",
,509,Bella ProtocolBEL,$0.6663,0.03%,0.11%,2.78%,"$43.31M$43,307,418","$4,157,9546,240,663 BEL","65,000,000 BEL",
,510,WanchainWAN,$0.2192,0.81%,2.58%,0.97%,"$43.27M$43,274,124","$1,120,8015,112,164 WAN","197,380,668 WAN",
,,Toko TokenTKO,$0.25,
,,DeRaceDERC,$0.38,
,,KleverKLV,$0.00,
,,Measurable Data TokenMDT,$0.06,
,,BiswapBSW,$0.09,
,,Voyager TokenVGX,$0.15,
,,ReefREEF,$0.00,
,,VAIOTVAI,$0.14,
,,AlchemixALCX,$20.39,
,,LeverFiLEVER,$0.00,
,,IDEXIDEX,$0.06,
,,Image Generation AIIMGNAI,$0.05,
,,xMoneyUTK,$0.08,
,,Trias Token (New)TRIAS,$4.18,
,,Moss CoinMOC,$0.10,
,,MUX ProtocolMCB,$10.54,
,,CEEK VRCEEK,$0.05,
,,Clash of LilliputCOL,$0.49,
,,Alpha Quark TokenAQT,$1.50,
,,AmpleforthAMPL,$1.41,
,,Tether EURtEURt,$1.08,
,,BloktopiaBLOK,$0.00,
,,Dione ProtocolDIONE,$0.00,
,,Dora FactoryDORA,$0.07,
,,BeamBEAM,$0.26,
,,e-RadixEXRD,$0.05,
,,TokenFiTOKEN,$0.04,
,,Pirate ChainARRR,$0.20,
,,Venus XVSvXVS,$0.17,
,,RaribleRARI,$1.68,
,,RakonRKN,$0.16,
,,PhoenixPHB,$0.83,
,,ConcordiumCCD,$0.00,
,,SamoyedcoinSAMO,$0.01,
,,QredoQRDO,$0.06,
,,PropyPRO,$0.38,
,,IRISnetIRIS,$0.02,
,,EnzymeMLN,$15.80,
,,AVINOCAVINOC,$0.10,
,,Marinade Staked SOLMSOL,$74.14,
,,Sentinel ProtocolUPP,$0.07,
,,TelosTLOS,$0.14,
,,KomodoKMD,$0.27,
,,JoystreamJOY,$0.05,
,,H2O DAOH2O,$0.16,
,,KLAYswap ProtocolKSP,$0.55,
,,EthernityERN,$1.83,
,,LitentryLIT,$0.92,
,,ArchLootALT,$0.23,
,,Dego FinanceDEGO,$1.72,
,,Celo DollarCUSD,$1.00,
,,ElectroneumETN,$0.00,
,,AlephiumALPH,$0.61,
,,ZanoZANO,$2.98,
,,Locus ChainLOCUS,$0.02,
,,BENQIQI,$0.01,
,,CUDOSCUDOS,$0.01,
,,StarlinkSTARL,$0.00,
,,ContentosCOS,$0.01,
,,ZEONZEON,$0.00,
,,Doge KillerLEASH,$326.23,
,,Fei USDFEI,$0.99,
,,ClearpoolCPOOL,$0.08,
,,Vectorspace AIVXV,$0.70,
,,ZTXZTX,$0.02,
,,Venus USDTvUSDT,$0.02,
,,WhiteheartWHITE,$3797.48,
,,DIADIA,$0.30,
,,Cream FinanceCREAM,$18.06,
,,AXELAXEL,$0.12,
,,VelasVLX,$0.01,
,,ASDASD,$0.05,
,,FrontierFRONT,$0.37,
,,AhaTokenAHT,$0.01,
,,CLVCLV,$0.04,
