SCRAPE_TIME,REQUEST_TIME,LISTING_NAME,LISTING_LINK,LISTING_USE,LISTING_ADDRESS,LISTING_DESCRIPTION,HAS_VIDEOS,HAS_VIRTUAL_TOUR,HAS_EMAIL,PRICE,PHONE_NUMBER,HAS_IMAGE,SPECIAL_TEXT
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Prominence,https://www.apartments.com/prominence-atlanta-ga/pe2lrpr/,Studio,"3699 Lenox Rd NE, Atlanta, GA 30305","Dog & Cat Friendly, Fitness Center, Pool, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Range, Controlled Access",True,True,True,"$1,626 - 6,849",(470) 944-3370,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Mercer Atlanta,https://www.apartments.com/mercer-atlanta-atlanta-ga/zt0be8z/,,"2960 Flowers Rd S, Atlanta, GA 30341","Dog & Cat Friendly, Fitness Center, Dishwasher, In Unit Washer & Dryer, Walk-In Closets, High-Speed Internet, Granite Countertops",True,True,True,"$1,699 - 2,270",(404) 369-4953,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,AMLI Flatiron,https://www.apartments.com/amli-flatiron-atlanta-ga/04n69w2/,Studio,"3480 Lakeside Dr, Atlanta, GA 30326","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony",False,True,True,"$1,532 - 3,480",(470) 944-8463,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,505 Courtland,https://www.apartments.com/505-courtland-atlanta-ga/vt70tle/,Studio,"505 Courtland St NE, Atlanta, GA 30308","Dog & Cat Friendly, Fitness Center, Pool, Business Center",False,True,True,"$1,498 - 3,589",(678) 916-8183,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Boulevard at Grant Park,https://www.apartments.com/the-boulevard-at-grant-park-atlanta-ga/betv189/,Studio,"1015 Boulevard SE, Atlanta, GA 30312","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Clubhouse, Balcony",True,False,True,"$1,383 - 2,752",(470) 944-7876,True,2 Months Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Stillhouse Vinings,https://www.apartments.com/stillhouse-vinings-atlanta-ga/2xrg9db/,Studio,"3158 Stillhouse Creek Dr, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, Courtyard",True,True,True,"$1,820 - 4,130",(470) 944-1466,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Quill,https://www.apartments.com/quill-atlanta-ga/vp5jqgg/,Studio,"1460 La France Ter, Atlanta, GA 30307","Dog & Cat Friendly, Pool, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony, Ceiling Fans, Controlled Access, Granite Countertops",True,True,True,"$1,309 - 20,149",(470) 944-5676,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,High Street Atlanta,https://www.apartments.com/high-street-atlanta-atlanta-ga/jvxlxy7/,Studio,"101 High St, Atlanta, GA 30346","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony, Maintenance on site",False,False,True,"$1,579 - 3,399",(470) 600-2092,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Citizen on the Beltline,https://www.apartments.com/citizen-on-the-beltline-atlanta-ga/e8m0stn/,Studio,"665 Auburn Ave, Atlanta, GA 30312","Dog & Cat Friendly, Fitness Center, In Unit Washer & Dryer, Clubhouse, Stainless Steel Appliances, Elevator",False,False,True,"$1,532 - 3,995",(470) 401-2200,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Populus Westside,https://www.apartments.com/populus-westside-atlanta-ga/k40crx8/,Studio,"1315 Northwest Dr, Atlanta, GA 30318","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, Walk-In Closets, Clubhouse, Tub / Shower, Stainless Steel Appliances, Ceiling Fans",True,True,True,"$1,575 - 5,331",(470) 944-5469,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Empire Rental Living at Metro,https://www.apartments.com/empire-rental-living-at-metro-atlanta-ga/j0fggp7/,,"776 Metropolitan Pky SW, Atlanta, GA 30310","Dog & Cat Friendly, High-Speed Internet, Online Services, Office",True,True,True,Call for Rent,(470) 944-3424,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Heights at Shadowood,https://www.apartments.com/the-heights-at-shadowood-atlanta-ga/2rnl749/,,"2180 Shadowood Pky, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, Courtyard",True,True,True,"$1,762 - 2,925",(706) 709-0658,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Collective Upper Westside,https://www.apartments.com/the-collective-upper-westside-atlanta-ga/y7h8s5v/,,"2000 James Jackson Pky, Atlanta, GA 30318","Dog & Cat Friendly, Fitness Center, Pool, Stainless Steel Appliances, Ceiling Fans, Granite Countertops",True,False,True,"$1,695 - 2,499",(803) 721-3495,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Annett,https://www.apartments.com/annett-atlanta-ga/338k6te/,Studio,"2020 Powers Ferry Rd SE, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Stainless Steel Appliances, Ceiling Fans, Controlled Access, Gated",False,True,True,"$1,392 - 2,836",(470) 837-5393,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Platform Grant Park,https://www.apartments.com/platform-grant-park-atlanta-ga/q9jhgvy/,Studio,"290 Martin Luther King Jr Dr SE, Atlanta, GA 30312","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",True,True,True,"$1,365 - 2,257",(470) 823-9464,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Novel Midtown,https://www.apartments.com/novel-midtown-atlanta-ga/z66248z/,Studio,"1140 Spring St NW, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, Balcony, Tub / Shower",True,True,True,"$1,855 - 7,240",(470) 944-3851,True,2 Months Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Series at Riverview Landing,https://www.apartments.com/series-at-riverview-landing-mableton-ga/mfsc7wh/,,"6025 River View Rd SE, Mableton, GA 30126","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, Balcony, Property Manager on Site, Controlled Access, Elevator, Playground",True,True,True,"$1,593 - 2,847",(470) 944-6121,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Hawthorne North Druid Hills,https://www.apartments.com/hawthorne-north-druid-hills-atlanta-ga/h9f0x60/,,"1570 Sheridan Rd NE, Atlanta, GA 30324","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, Stainless Steel Appliances, Business Center, Controlled Access, Granite Countertops",True,True,True,"$1,297 - 3,045",(470) 944-3117,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Gables Century Center,https://www.apartments.com/gables-century-center-atlanta-ga/7rglgyy/,,"1740 Century Cir, Atlanta, GA 30345","Dog & Cat Friendly, Fitness Center, Pool, Business Center, Package Service",False,True,True,"$1,243 - 3,219",(470) 407-3846,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Reserve at Birch Creek Apartments,https://www.apartments.com/reserve-at-birch-creek-apartments-atlanta-ga/bvxmld8/,,"3901 Campbellton Rd, Atlanta, GA 30331","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Clubhouse, Range",False,True,True,"$990 - 1,505",(470) 944-8776,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Magnolia Vinings,https://www.apartments.com/magnolia-vinings-atlanta-ga/rnp0gl3/,,"2151 Cumberland Pky SE, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",False,False,True,"$1,299 - 4,070",(470) 944-3180,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,743 @ Howell Mill,https://www.apartments.com/743-howell-mill-atlanta-ga/3qrvl2d/,Studio,"743 Holmes St NW, Atlanta, GA 30318","Dog & Cat Friendly, Dishwasher, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Maintenance on site, Heat, High-Speed Internet",True,True,True,"$1,050 - 1,450",(470) 944-8304,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Atlantic Briarcliff,https://www.apartments.com/the-atlantic-briarcliff-atlanta-ga/qknbm2w/,,"1901 Briarcliff Rd NE, Atlanta, GA 30329","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,507 - 3,197",(470) 944-9719,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Atlantic Ashford,https://www.apartments.com/the-atlantic-ashford-atlanta-ga/xg4nk7m/,Studio,"3716 Ashford Dunwoody Rd NE, Atlanta, GA 30319","Dog & Cat Friendly, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Disposal, High-Speed Internet, Stainless Steel Appliances",False,True,True,"$1,178 - 2,956",(706) 709-0516,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Morningside Courts,https://www.apartments.com/morningside-courts-atlanta-ga/jz9kqt6/,,"594 Wimbledon Rd NE, Atlanta, GA 30324","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,248 - 3,066",(470) 944-9957,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,ARIUM Lenox Park,https://www.apartments.com/arium-lenox-park-atlanta-ga/ngjqn9n/,,"2124 Gables Dr, Atlanta, GA 30319","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, In Unit Washer & Dryer, Walk-In Closets, Balcony, Gated",True,True,True,"$1,310 - 2,636",(770) 954-8215,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Reserve at Lenox Park,https://www.apartments.com/reserve-at-lenox-park-atlanta-ga/y511xds/,,"1200 Reserve Dr NE, Atlanta, GA 30319","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",True,True,True,"$1,497 - 3,395",(470) 944-5980,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Aviator,https://www.apartments.com/the-aviator-atlanta-ga/b284n48/,,"3301 N Camp Creek Pky SW, Atlanta, GA 30331","Dog & Cat Friendly, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Range, Maintenance on site, Heat",False,True,True,"$1,170 - 1,750",(470) 447-0218,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Elite At Lakeview,https://www.apartments.com/elite-at-lakeview-atlanta-ga/f2e1vdt/,Studio,"3200 Lakeview Pl, Atlanta, GA 30337","Dog & Cat Friendly, Fitness Center, Business Center, Gated, Playground, Washer & Dryer Hookups",True,True,True,"$879 - 1,229",(470) 670-0936,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Renew MidTown,https://www.apartments.com/renew-midtown-atlanta-ga/fnyjjvr/,Studio,"499 Northside Cir NW, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",False,True,True,"$1,215 - 2,865",(470) 944-5878,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,MAA Lenox,https://www.apartments.com/maa-lenox-atlanta-ga/jzedwk6/,Studio,"600 Phipps Blvd NE, Atlanta, GA 30326","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Walk-In Closets, High-Speed Internet, Controlled Access, EV Charging",True,True,True,"$1,460 - 5,230",(470) 944-9545,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Atlantic Loring Heights,https://www.apartments.com/the-atlantic-loring-heights-atlanta-ga/9l2p404/,,"300 Deering Rd NW, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Range",True,True,True,"$1,111 - 2,760",(470) 407-6915,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Atlantic Brookwood,https://www.apartments.com/the-atlantic-brookwood-atlanta-ga/krlrez8/,,"2035 NE Peachtree Rd, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Balcony",True,True,True,"$1,242 - 3,457",(470) 447-0213,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Venue Brookwood,https://www.apartments.com/venue-brookwood-atlanta-ga/6hmnndv/,,"2144 Peachtree Rd NW, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Range",True,True,True,"$1,512 - 7,430",(470) 944-6340,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Wynnwood Vinings,https://www.apartments.com/wynnwood-vinings-atlanta-ga/k7clm99/,,"1900 Tamarron Pkwy SE, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Refrigerator, In Unit Washer & Dryer, Hardwood Floors",True,True,True,"$1,275 - 1,825",(470) 300-1745,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Station R Apartments,https://www.apartments.com/station-r-apartments-atlanta-ga/vsnlkhg/,Studio,"Moreland Ave NE, Atlanta, GA 30307","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",True,True,True,"$1,474 - 4,093",(470) 944-7328,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,675 N. Highland,https://www.apartments.com/675-n-highland-atlanta-ga/j03p784/,Studio,"675 North Highland Ave NE, Atlanta, GA 30306","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, In Unit Washer & Dryer, Package Service, Gated, Elevator",False,True,True,"$1,607 - 18,573",(470) 944-9706,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Brooke,https://www.apartments.com/the-brooke-atlanta-ga/7ttxthy/,Studio,"2500 Shallowford Rd, Atlanta, GA 30345","Dog & Cat Friendly, Fitness Center, Walk-In Closets, Balcony, Stainless Steel Appliances, Ceiling Fans, Granite Countertops",True,True,True,"$1,147 - 3,100",(678) 916-9983,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Avana Westside,https://www.apartments.com/avana-westside-atlanta-ga/lgdpq7g/,Studio,"1040 Huff Rd, Atlanta, GA 30318","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,203 - 2,013",(470) 944-5791,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Ibex Uptown,https://www.apartments.com/ibex-uptown-atlanta-ga/68539gt/,,"2450 Camellia Ln NE, Atlanta, GA 30324","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,473 - 2,252",(470) 670-0232,True,
